gene_id,entrez_id,chromosome_id,probe_id
58157,83940,27
23008,23253,11
85611,220004,4
1007730,None,None
59065,84875,27
55610,79807,21
7031,7074,15
80444,145501,7
40,43,25
8877,8985,25
79277,128360,1
1005303,None,None
9542,9686,18
1007116,None,None
7574,7617,12
55013,79174,17
1009133,None,None
1010190,None,None
109636,339221,10
1011431,None,None
11151,11315,1
34810,55521,23
6790,6830,10
123808,390284,5
80630,147700,12
83578,200576,13
9231,9366,23
1857,1869,14
1005822,None,None
76597,112597,13
94229,284254,11
1011723,None,None
1007440,None,None
1011974,None,None
5918,5950,2
1451,1462,23
1008713,None,None
6636,6676,14
653,657,2
1018794,100272147,31
1007640,None,None
26777,27032,18
56560,80789,4
23058,23303,27
55768,79966,21
7210,7253,7
1004780,None,None
5830,5862,27
1006450,None,None
4789,4820,18
244,247,10
40551,63908,14
7441,7484,10
41448,64924,23
30730,51249,1
1005475,None,None
9216,9351,9
36768,57495,21
23112,23357,7
10083,10229,9
11011,11170,18
10921,11079,1
34841,55552,12
7965,8013,28
3723,3748,12
55549,79746,2
90390,257068,18
33652,54361,1
81373,158314,28
1002189,100008589,17
31227,51747,10
151813,653888,25
1004649,None,None
5161,5193,10
80440,145482,7
79215,127396,1
1006916,None,None
1009197,None,None
33832,54541,2
1005333,None,None
1011561,None,None
25699,25950,1
33635,54344,1
81206,154810,4
25681,25932,1
23211,23456,1
1011687,None,None
23233,23478,8
1139,1147,2
5338,5370,23
55672,79869,4
5120,5152,15
1004574,None,None
110189,345778,23
1006923,None,None
9415,9557,1
79636,135293,24
1011294,None,None
81072,152579,21
22780,23025,12
1568,1580,1
90410,257358,23
5888,5920,4
6727,6767,17
109338,338094,1
34738,55449,7
90274,255352,2
1007602,None,None
90137,253827,5
119483,374569,7
1009563,None,None
79794,139231,31
10522,10669,13
83676,202052,23
6748,6788,27
10995,11154,7
94622,285605,23
81361,158248,28
59100,84910,13
10088,10234,25
3863,3888,5
135642,442721,25
9089,9213,1
5535,5567,1
8899,9019,1
6846,6886,1
9402,9543,8
59192,85004,5
81101,153090,28
1005934,None,None
1006284,None,None
25814,26065,12
6256,6289,4
1000018,100128185,13
1009275,None,None
2185,2200,8
4310,4336,18
57306,81624,6
1010924,None,None
1007558,None,None
713,717,24
78719,118738,2
2608,2624,18
6442,6478,18
83573,200504,13
34583,55294,21
40989,64388,1
36030,56751,28
5899,5931,31
9704,9848,21
1011845,None,None
31,34,1
5172,5204,5
8102,8153,10
1010222,None,None
124224,391356,13
1259,1268,24
8886,8994,18
1010837,None,None
3884,3909,11
78818,121053,5
30788,51307,23
90404,257218,24
1000062,100130311,10
79759,138804,28
8402,8463,12
1006507,None,None
33725,54434,5
56125,80324,5
23362,23608,25
1009282,None,None
1010512,None,None
34522,55233,13
167436,554207,7
41640,65122,1
5152,5184,12
2674,2690,23
165565,643161,2
30684,51202,5
1004048,None,None
34645,55356,1
34434,55145,27
81652,165055,13
1202,1211,28
55685,79882,7
80333,143884,4
35801,56521,2
4103,4128,31
5638,5670,12
10438,10585,28
35938,56659,7
7806,7852,13
35055,55766,5
4222,4247,7
135992,445582,13
23061,23306,5
54866,79026,4
1005783,None,None
4098,4123,8
80309,143384,2
2467,2483,21
777,781,25
1010947,None,None
25826,26077,9
133143,439921,10
1008654,None,None
35032,55743,5
79172,126789,1
30858,51377,1
1006443,None,None
30691,51209,31
4943,4975,4
1010760,None,None
6580,6620,23
22553,22796,1
1747,1759,28
1004775,None,None
1009583,None,None
1426,1437,23
1004359,None,None
4251,100507436,24
1997,2012,5
58887,84689,4
1011508,None,None
40854,64221,4
9280,9416,5
1005384,None,None
55553,79750,18
6662,6702,1
30984,51504,4
152391,643210,28
81195,154661,25
7282,7325,18
80957,151194,13
1005474,None,None
1007072,None,None
60172,92345,21
169862,728495,28
83402,196335,4
1015833,100131540,28
3965,3990,8
1179,1188,1
1005317,None,None
83407,196385,5
2552,2568,23
90345,256355,25
27060,27315,4
110337,347735,1
27074,27329,1
1006080,None,None
59879,90288,18
1012126,None,None
34148,54859,18
1007449,None,None
9864,10008,4
1005257,None,None
151469,642757,17
90221,254863,10
572,575,27
1001895,None,None
80717,148545,1
8350,8408,5
4648,4674,31
81176,154150,24
1004923,None,None
57792,83549,28
1011137,None,None
2291,2307,14
6404,6440,27
23332,553115,1
1007899,None,None
168183,727916,24
85858,222546,24
55601,79798,9
3335,3355,18
1009236,None,None
10876,11034,14
56117,80316,31
22554,22797,25
7404,7447,13
167802,644128,27
83617,201176,10
169178,728914,21
36422,57146,9
8292,8350,24
5482,5514,24
1000601,100131830,5
36901,57628,13
1049,1056,28
1005833,None,None
10495,10642,10
5141,5173,14
1786,1798,4
93891,283229,4
9463,9607,23
7016,7058,24
83487,199699,12
10567,10725,9
60192,92558,5
1010687,None,None
4335,4361,4
8977,9100,9
119513,374882,12
23231,23476,12
36684,57410,4
57694,83450,10
80477,145864,8
36161,56882,1
5446,5478,25
9456,9600,4
94768,286053,27
1004903,None,None
60141,92126,11
3896,3921,18
1377,1386,13
40803,64170,28
23231,23476,12
55547,79744,12
4078,4103,31
10960,11119,24
1011769,None,None
4175,4200,11
1011152,None,None
60868,94234,24
79173,126792,1
35099,55810,5
22593,22837,13
9621,9765,23
8925,9045,18
1007763,None,None
55550,79747,24
6859,6899,17
1006781,None,None
79157,126549,12
8368,8427,25
7263,7306,28
58541,84331,9
143205,493869,23
10506,10653,12
2339,2355,13
55161,79324,4
1144,1153,12
34628,55339,13
58466,84256,9
1008835,None,None
110337,347735,1
4596,4622,10
1008154,None,None
55495,79692,24
80311,143458,4
79455,130940,13
123603,389834,21
200,203,28
5111,5143,12
36329,57051,12
55646,79843,13
6386,6422,27
3775,3800,13
2055,2070,24
10690,10848,12
55206,79370,5
60064,91582,17
8803,8882,4
2623,2639,12
123335,389203,21
36780,57507,23
83647,201516,12
3551,3576,21
33698,54407,5
55000,79161,25
36811,57538,8
3885,3910,24
165453,642031,24
58216,84000,4
152816,613212,23
1012181,None,None
1005609,None,None
3380,3400,24
26216,26468,28
1000784,449520,24
9209,9344,9
27088,27343,2
9420,9562,2
94048,283685,8
81453,159195,2
1807,1819,10
79033,124871,10
1009241,None,None
1009774,None,None
105958,317649,18
26325,26578,28
58749,84548,31
1010180,None,None
133272,440051,4
171474,729830,21
631,634,12
1001747,100134229,25
94546,285343,18
34299,55010,5
22927,23172,2
60190,92521,10
149620,493911,13
4034,4059,12
1009891,None,None
593,596,11
6346,6382,13
5660,5692,1
5762,5794,12
55571,79768,8
35207,55920,1
85730,221294,24
29976,50486,1
7376,7419,27
23389,23636,12
55415,79612,6
1001407,None,None
124179,391196,1
34677,55388,2
124534,392390,28
55554,79751,4
56623,80852,18
1007490,None,None
9271,9407,21
4644,4670,12
1007812,None,None
1006525,None,None
23323,23569,1
10222,10369,17
133149,439927,1
3047,3064,21
7146,7189,4
109349,338328,27
5967,5999,1
36296,57018,18
123630,389895,31
3689,3714,7
10075,10221,27
1000096,100288911,13
6573,6613,10
58508,84298,5
23136,23381,1
10927,11085,1
1008372,None,None
1003802,None,None
10093,10239,8
81274,157247,25
1007664,None,None
1004279,None,None
124138,391123,1
79075,125704,11
1011971,None,None
1003625,None,None
4103,4128,31
92315,266675,1
7554,7597,7
55608,79805,1
55526,79723,2
1006133,None,None
1007239,None,None
60311,93659,12
1006706,None,None
79408,130120,13
1010705,None,None
1002361,None,None
1005107,None,None
94074,283767,8
55975,80174,10
36213,56934,10
6962,7004,5
2039,2054,5
94487,285175,13
1009608,None,None
90214,254783,5
55024,79187,12
80468,145814,8
90369,256764,8
9390,9531,2
119490,374650,8
58634,84433,25
1012121,None,None
55509,79706,25
169014,729983,28
29730,29997,12
36262,56983,18
3051,3068,1
3646,3671,8
1604,1616,24
171892,729409,5
3289,3309,28
58848,84650,6
8494,8560,1
123756,390197,4
3172,3192,1
80313,143471,11
1512,1523,25
58318,84107,18
4685,4711,18
10744,10902,23
94740,285962,25
134732,441666,2
56533,80759,24
33845,54554,18
92016,259240,14
58214,83998,1
7666,7710,12
57939,83697,23
58983,84791,1
3098,3116,24
80543,146713,10
5095,5127,31
4329,4355,10
38057,60598,14
30916,51435,27
170270,729338,21
1007219,None,None
78672,117854,4
89466,245802,4
2543,2559,23
23205,23450,9
22892,23137,28
81384,158401,28
3339,3359,4
165929,645367,13
1000650,100294376,12
152912,645811,9
33401,54108,27
1009157,None,None
1006053,None,None
1011107,None,None
182378,728045,21
109625,339168,10
1006698,None,None
211,214,18
34525,55236,21
10057,10203,13
77653,115111,27
25620,25871,18
11086,11247,5
8755,8832,1
109869,340526,31
78533,117246,10
182,185,18
7471,7514,13
79337,128826,14
1002625,100287902,1
169821,645715,18
77635,114932,21
4039,4064,23
1000305,100130262,1
1010976,None,None
109853,340419,27
5675,5707,13
1006387,None,None
4770,4801,5
3885,3910,24
6607,6647,15
4069,4094,9
6340,6376,9
5242,5274,18
17,20,28
30553,51071,5
36721,57448,13
31113,51633,27
34495,55206,5
3883,3908,24
1043,1050,12
81026,151963,18
1004846,None,None
2876,2893,4
5274,5306,10
1630,1642,4
37030,57758,4
59958,90678,28
1308,1317,28
1005444,None,None
165295,646576,21
170441,727858,8
59570,85409,23
125929,100420190,23
30727,51246,18
1007639,None,None
4609,4635,10
1008742,None,None
6306,6341,10
2541,2557,21
1004225,None,None
1008611,None,None
1001497,100288315,9
1005624,None,None
3075,3093,21
34121,54832,8
6071,6103,31
124176,391192,1
57936,83694,7
35175,55888,18
1001774,100132341,9
77677,115416,25
1006348,None,None
22787,23032,1
26930,27185,1
4826,4857,7
57198,81488,8
78854,121601,5
34761,55472,27
149582,494119,31
134408,441308,27
25769,26020,7
9060,9184,2
1009721,None,None
79827,139735,31
1011903,None,None
9996,10141,21
125621,401433,25
83443,196792,2
77779,116448,15
76610,112770,1
1000435,100131727,21
36894,57621,24
1010848,None,None
150924,644096,12
722,726,4
30559,51077,7
1009103,None,None
8034,8085,5
2191,2206,4
1004626,None,None
34409,55120,13
10433,10580,2
1009420,None,None
81206,154810,4
1099,1107,10
83625,201243,10
3004,3021,10
59082,84892,18
154,157,17
1009435,None,None
110095,343930,13
5104,5136,13
1000909,100128979,8
9658,9802,5
1008905,None,None
83464,197258,9
81069,152559,21
41368,64795,13
92060,259296,5
10945,11104,24
149613,541466,31
26429,26682,8
1004525,None,None
79693,137209,27
1007425,None,None
1011939,None,None
33760,54469,8
1007849,None,None
8757,8834,10
29733,30000,12
81184,154313,24
9928,10073,8
8088,8139,9
133173,439951,2
3087,3105,24
81226,155038,25
1005855,None,None
59022,84832,1
7033,7076,31
4593,4619,10
1009711,None,None
1001936,100132483,21
1008743,None,None
22576,22820,18
124173,391189,1
1004863,None,None
1004542,None,None
123554,389722,28
1008973,None,None
78451,117155,8
34799,55510,24
1004810,None,None
4031,4056,23
6901,6941,24
33813,54522,2
94197,284161,10
1003,1008,23
11083,11244,27
30601,51119,25
9714,9858,28
30979,51499,5
78739,119358,2
30565,51083,4
60078,91662,12
4838,4869,23
59911,90417,8
122546,387496,6
81114,153328,23
1004607,None,None
3051,3068,1
10202,10349,10
85756,221443,24
23384,23630,31
10863,11021,5
40927,64326,1
1492,1503,1
1009078,None,None
79016,124637,10
477,480,1
81560,162967,12
123285,389119,18
22825,23070,24
1417,1428,9
26697,26952,21
1002171,100129551,21
36224,56945,18
150681,642265,28
124530,392376,28
2027,2042,18
90172,254122,4
30791,51310,7
4470,4496,9
58481,84271,17
1006552,None,None
10801,10959,5
35043,55754,24
36859,57586,4
7061,7104,18
6670,6710,7
637,640,27
1010361,None,None
4311,4337,24
1002856,None,None
6127,6159,18
55756,79954,13
60251,93099,12
1006699,None,None
90404,257218,24
80575,147015,10
166582,651430,21
57690,83446,6
22798,23043,18
80499,146183,9
2459,2475,1
40586,63943,24
9483,9627,23
5535,5567,1
5433,5465,17
1004762,None,None
59206,85019,11
1005039,None,None
2541,2557,21
94262,284348,12
60216,92745,31
30814,51333,9
23011,23256,7
34497,55208,6
94271,284361,12
81744,169355,27
10135,10281,15
5519,5551,2
1008347,None,None
6651,6691,21
1009341,100128818,17
4556,4582,1
9409,9551,25
11016,11176,5
59215,85028,1
25840,26091,2
7161,7204,23
79787,139189,31
56534,80760,2
1011730,None,None
1010081,None,None
23109,23354,12
2541,2557,21
81448,159162,33
8616,8685,13
29713,29980,15
8804,8883,9
5141,5173,14
31041,51561,5
1008855,None,None
80946,151056,13
78725,118924,2
110179,345611,23
94201,284184,10
25785,26036,24
1007536,None,None
55012,79173,12
1000364,100287869,24
1004870,None,None
23100,23345,24
123614,389852,31
30816,51335,8
343,346,12
1010793,None,None
54888,79048,28
59627,85479,27
200,203,28
58961,84766,5
80343,144108,4
797,801,7
80785,149420,1
123541,389692,27
9493,9637,13
125129,400506,9
110230,347051,27
35568,56288,2
6834,6874,14
1004236,None,None
35525,56245,15
1006294,None,None
1011680,None,None
25979,26230,24
10807,10965,7
1005868,None,None
60622,93974,1
6093,6125,1
2850,2867,12
6305,6340,9
57258,81556,8
4328,4354,31
221,224,10
35962,56683,15
1005628,None,None
1000,1005,11
5916,5948,18
36611,57337,18
9310,9447,1
119570,375298,13
149577,574407,1
5093,5125,28
1006942,None,None
1011199,None,None
123008,388523,12
1002003,100129104,27
10493,10640,7
6529,6565,18
1000721,100289173,24
6396,6432,13
10279,10426,6
41358,64785,9
81037,152078,18
1006649,None,None
81631,164312,14
26788,27043,10
11064,11224,28
1009661,None,None
1009602,None,None
8886,8994,18
1007609,None,None
31195,51715,24
93949,283417,5
1006631,None,None
41365,64792,25
3806,3831,7
168166,729339,27
81905,170589,4
5234,5266,14
10107,10253,6
4300,4326,5
1006294,None,None
1004918,None,None
1006503,None,None
5336,5368,27
1010571,None,None
1449,1460,24
1011596,None,None
41761,65260,1
10625,10783,28
1020283,100288583,9
55415,79612,6
5446,5478,25
59857,90161,31
22877,23122,18
1008920,None,None
80051,140699,14
945,950,21
170823,728661,1
122675,387715,2
92434,266977,24
38018,60558,21
36968,57695,13
31068,51588,12
1006990,None,None
34199,54910,13
166258,642864,1
79628,135138,24
1003644,100287986,12
58746,84545,2
85860,222584,24
55479,79676,5
3753,3778,2
31109,51629,10
335,338,13
22557,22801,8
29623,29888,12
31002,51522,24
8802,8881,6
1008417,None,None
1008882,None,None
126115,402644,25
122386,387332,7
57832,83590,25
124761,399473,12
1010918,None,None
80053,140701,14
30568,51086,1
7800,7846,5
79508,132228,18
60111,91869,18
55440,79637,10
26024,26276,8
85540,219578,25
11014,11173,8
1002143,100287737,5
5831,5863,24
109714,339669,17
1009699,None,None
80809,149685,14
81065,152485,21
1011339,None,None
25783,26034,24
33967,54676,24
1010550,None,None
10184,10330,5
22923,23168,8
30634,51152,15
10006,10151,2
2300,2316,31
151134,653121,1
57850,83608,11
23499,23746,10
1011,1016,23
6453,6489,5
9860,10004,4
1825,1837,11
1498,1509,4
77683,115548,23
1004308,None,None
10528,10675,18
2145,2160,21
1005051,None,None
165337,648262,1
4848,4879,1
1376,1385,13
61015,96459,23
1007888,None,None
8463,8529,12
1004021,None,None
159,162,17
79750,138652,28
4867,4898,1
8756,8833,18
10328,10475,24
1004962,None,None
1004504,None,None
78717,118672,2
3727,3752,1
55597,79794,5
94699,285830,24
3759,3784,4
142316,474382,31
3249,3269,18
25762,26013,14
94825,286205,28
36206,56927,12
654,658,21
79410,130162,13
79512,132299,21
78603,117532,14
1008427,None,None
34540,55251,14
1004811,None,None
37330,58516,5
1101,1109,2
1004126,None,None
41752,65251,12
9242,9377,8
1004164,None,None
34237,54948,4
8127,8178,12
55556,79753,1
1011940,None,None
77722,115948,12
7982,8030,2
1006513,None,None
22785,23030,12
9330,9470,13
4647,4673,5
4595,4621,10
25685,25936,1
79547,133060,21
5580,5612,4
3338,3358,31
1004549,None,None
123155,388799,14
25546,25797,13
1004209,None,None
1188,1197,25
9858,10002,8
41366,64793,1
1011695,None,None
3139,3159,24
1007330,None,None
80658,147929,12
6199,6232,1
57790,83547,10
2712,2729,24
6742,6782,15
3332,3352,1
2881,2898,24
1007780,None,None
4592,4618,5
2882,2899,1
8771,8848,6
1004664,None,None
10422,10569,23
1009609,None,None
23181,23426,5
5120,5152,15
31200,51720,23
135520,442582,25
3272,3292,10
10608,10766,17
123909,390535,8
58273,84062,24
30718,51237,23
1009337,None,None
27976,28234,5
9063,9187,8
1005670,None,None
1004979,None,None
1007002,None,None
4067,4092,11
9843,9987,21
40849,64216,1
92056,259292,5
29701,29968,28
36881,57608,2
8700,8775,12
34982,55693,4
10563,10721,18
58970,84775,12
23309,23555,2
3790,3815,21
4611,4637,5
3147,3167,2
5699,5731,12
181457,730256,1
59048,84858,2
9279,9415,4
1006126,None,None
76626,112939,12
79562,133558,23
6976,7018,18
1001350,619351,27
5954,5986,10
89,92,13
2758,2775,9
36161,56882,1
498,501,23
22951,23196,28
9918,10063,18
59212,85025,25
2541,2557,21
26985,27240,28
6567,6607,23
1010773,None,None
10162,10308,9
1008324,None,None
9574,9718,18
25771,26022,10
1606,1618,18
1008897,None,None
166909,653365,2
5330,5362,1
1009886,None,None
1365,1374,4
105961,317662,2
34874,55585,1
135259,100288083,25
125532,401250,24
161,164,9
81487,161142,7
1007760,None,None
25896,26147,28
23032,23277,10
6848,6888,4
60727,94081,23
8547,8614,23
1006742,None,None
85718,221184,9
9600,9744,10
1011326,None,None
55448,79645,27
41344,64770,18
59566,85403,18
1002702,100131943,10
60301,93643,24
25622,25873,12
85580,219869,4
36849,57576,1
81360,158234,28
119438,373509,8
34276,54987,1
23211,23456,1
3196,3216,10
123133,388753,1
395,398,9
1008168,None,None
41365,64792,25
10094,10240,6
1386,1395,25
80347,144132,4
8417,8482,8
6576,6616,14
1135,1143,8
26497,26750,1
128372,408186,5
1008482,None,None
1011434,None,None
1008324,None,None
6817,6857,5
1008698,None,None
80514,146336,9
10086,10232,9
3467,3487,10
3207,3227,5
1011319,None,None
126670,404550,9
1005580,None,None
1009618,None,None
171320,728591,6
123899,390502,7
1006008,None,None
171320,728591,6
4074,4099,12
1002981,100132594,5
81340,158046,28
1005894,None,None
7312,7355,31
31049,51569,6
1010991,None,None
36667,57393,31
79021,124739,10
8463,8529,12
3710,3735,9
78710,118472,2
1007828,None,None
9011,9134,27
1008159,None,None
7273,7316,5
79374,129450,13
35070,55781,23
55551,79748,8
181165,729887,9
81763,170082,31
1004908,None,None
5282,5314,24
1005852,None,None
1009913,None,None
1005974,None,None
80441,145483,7
78831,121275,5
1259,1268,24
24,27,1
9660,9804,1
1009569,None,None
1002143,100287737,5
1010178,None,None
1010239,None,None
122048,386618,6
76685,113763,25
41489,64965,13
1010913,None,None
1006374,None,None
37927,60467,18
1008257,None,None
23046,23291,23
1005595,None,None
7294,7337,8
134016,440871,13
1004216,None,None
5461,5493,9
59156,84966,1
2120,2135,1
109929,341276,4
58754,84553,24
1006688,None,None
110038,343066,1
8702,8777,28
119586,375449,23
6558,6597,12
59812,89883,25
7973,8021,28
59828,89958,28
83622,201229,10
166294,647024,24
8837,8916,21
1008369,None,None
1007582,None,None
30710,51228,5
7125,7168,8
8515,8581,27
1758,1770,10
1010065,None,None
79183,126969,1
85526,219473,4
10487,10634,17
2542,2558,8
8721,8798,5
3666,3691,10
8475,8541,12
31221,51741,9
10122,10268,25
85719,221188,9
28846,29110,5
1009863,None,None
11009,11168,28
37133,57862,7
26947,27202,12
40694,64061,31
6122,6154,10
11155,11319,2
58109,83875,4
36394,57116,1
3873,3898,1
6014,6046,24
1012020,None,None
149620,493911,13
35390,56105,23
123795,390265,4
79097,126014,12
8807,8886,13
22833,23078,6
170933,727961,11
1007887,None,None
1001233,None,None
111101,360030,5
8860,8939,28
1503,1514,28
34136,54847,18
29637,29903,12
1005865,None,None
2970,2987,1
135599,442676,25
6648,6688,4
125611,401399,25
1006055,None,None
80557,146849,10
9819,9963,23
577,580,13
41493,64969,13
369,372,4
5561,5593,21
1008768,None,None
23899,24148,14
78679,118425,21
41492,64968,15
9801,9945,23
56746,81035,11
1007930,None,None
9223,9358,6
1008376,None,None
1259,1268,24
2244,2259,6
80569,146923,10
1949,1962,18
7713,7757,12
4260,4285,6
10752,10910,6
80800,149603,1
41233,64651,18
55954,80153,8
58342,84131,28
3101,3119,24
311,314,10
10308,10455,24
60634,93986,25
2915,2932,18
4129,4154,18
2238,2253,2
9554,9698,1
4707,4733,17
594,597,8
35252,55967,5
4132,4157,9
9524,9668,12
8448,8514,1
1002565,None,None
1007205,None,None
1005505,None,None
80084,140732,14
10915,11073,18
1006728,None,None
1004733,None,None
37003,57730,13
5957,5989,12
6355,6391,1
4035,4060,5
41018,64420,28
10145,10291,17
10095,10241,10
2940,2957,7
56022,80221,10
1005810,None,None
9526,9670,1
7230,7273,13
9285,9421,23
1009229,None,None
79044,124975,10
22912,23157,31
37768,59344,10
1007211,None,None
78955,123688,8
150713,642393,1
81175,154141,24
57900,83658,14
1016872,100134173,157088108
8496,8562,5
122637,387628,28
1011503,None,None
80360,144360,5
35448,56165,2
10846,11004,1
1008531,None,None
4818,4849,12
1010916,None,None
109844,340348,25
23008,23253,11
85771,221527,24
34483,55194,1
1011183,None,None
1004096,None,None
1001960,100133280,23
751,755,15
26930,27185,1
1007498,None,None
171467,727941,1
1007489,None,None
23049,23294,24
1006520,None,None
124057,390916,12
56044,80243,27
109942,341405,5
1010219,None,None
2290,2306,1
38111,60680,12
663,667,24
133604,440434,10
77482,114757,10
1004982,None,None
36264,56985,10
1008776,None,None
7401,7444,13
1007087,None,None
1356,1365,25
2540,2556,31
1005627,None,None
94848,286333,28
79405,130074,13
23255,23500,24
262,265,31
23514,23761,17
267,270,1
9949,10094,5
6807,6847,1
2765,2782,1
36445,57169,14
55202,79366,31
10421,10568,21
1934,1947,31
30491,51008,2
1010249,None,None
3032,3049,9
3161,3181,25
7379,7422,24
2541,2557,21
59894,90353,12
22932,23177,13
1766,1778,7
4995,5027,5
485,488,5
1005294,None,None
168785,730291,25
1007910,None,None
1014597,100129239,31
1012139,None,None
58887,84689,4
344,347,18
1004089,None,None
1011306,None,None
22768,23013,1
57534,81854,9
125036,400099,6
27097,27352,17
123746,390168,4
80626,147686,12
54981,79142,10
29624,29889,1
7108,7151,1
10038,10184,23
1004375,None,None
5490,5522,21
109617,339122,18
1009429,None,None
1006453,None,None
80625,147685,12
1006691,None,None
149575,542767,6
94591,285501,21
9448,9590,24
1003021,None,None
78944,123228,8
9688,9832,23
6291,6326,13
1007400,None,None
1010933,None,None
119612,375759,28
36678,57404,13
35241,55954,17
35030,55741,14
89525,245934,14
90379,256949,12
2066,2081,10
5551,5583,7
29702,29969,25
2609,2625,2
54979,79140,1
7709,7753,4
1008852,None,None
5014,5046,8
172108,728264,23
8385,8446,13
110778,353332,15
11096,11257,25
36868,57595,31
35196,55909,27
83539,200185,1
170020,729227,21
181814,728739,5
3677,3702,23
30575,51093,1
3335,3355,18
4197,4222,10
58466,84256,9
55493,79690,25
6980,7022,14
123887,390443,7
1008336,None,None
172272,643332,7
80542,146712,10
29712,29979,28
1227,1236,10
171199,730167,1
37942,60482,13
6296,6331,18
123074,388633,1
1009156,None,None
1005858,None,None
40608,63971,24
1719,1731,9
1009768,None,None
80657,147923,12
1010070,None,None
6613,6653,4
4163,4188,24
94500,285195,18
35157,55869,31
81544,162494,10
5685,5717,10
1001151,100131504,None
58494,84284,1
59854,90135,7
2917,2934,28
1512,1523,25
123182,100507637,17
7753,7799,1
80943,151011,13
80713,148479,1
58101,83867,33
10291,10438,13
5030,5062,18
4683,4709,13
122949,388387,10
125545,401265,24
5674,5706,7
28830,29094,13
1453,1464,8
7146,7189,4
94104,283871,9
123339,389208,21
26867,27122,4
1004003,None,None
57243,81533,9
34793,55504,6
133718,440556,1
40843,64210,2
123378,389289,23
81147,153733,23
9491,9635,1
56034,80233,10
3335,3355,18
152305,645843,18
55553,79750,18
1009113,None,None
38084,60625,14
34911,55622,13
22670,22914,5
124046,390892,12
1006202,None,None
464,467,1
1007586,None,None
81199,154743,25
9746,9890,1
1004790,None,None
1007781,None,None
1012001,None,None
10752,10910,6
22735,22980,9
1007588,None,None
80838,149992,15
1001820,100268168,23
10015,10160,6
5162,5194,13
81139,153579,23
77667,115294,27
80675,148046,12
11176,11341,21
5317,5349,12
123700,390072,4
11098,11259,18
23179,23424,28
1008685,None,None
407,410,17
86280,225689,27
9572,9716,8
26765,27020,8
3300,3320,7
1008186,100144595,13
1067,1075,4
110632,353140,1
90347,256364,4
1012120,None,None
10971,11130,2
134038,440905,13
37941,60481,24
1007593,None,None
1011712,None,None
1011273,None,None
93968,283464,5
110164,345275,21
7066,7109,15
56561,80790,9
7091,7134,18
1007104,None,None
7230,7273,13
109971,342035,8
55223,79411,13
1007329,None,None
36492,57216,1
1005949,None,None
1004440,None,None
80320,143570,4
26847,27102,25
5664,5696,24
1010328,None,None
1000530,100169851,4
1005677,None,None
77187,114336,12
9584,9728,8
4684,4710,18
1008655,None,None
1003461,None,None
8940,9061,21
3588,3613,11
1004803,None,None
25600,25851,25
23330,23576,1
26395,26648,12
4752,4778,5
1005741,None,None
37222,58190,13
2519,2535,10
85573,219844,4
55106,79269,28
6244,6277,1
4953,4985,1
34049,54760,12
29621,29886,25
22740,22985,7
10783,10941,21
6999,7041,9
1007794,None,None
1011279,None,None
6462,6498,18
35105,55816,14
2110,2125,10
1431,1442,10
55616,79813,28
54871,79031,13
33405,54112,1
6587,6627,8
1006890,None,None
35348,56063,1
29663,29930,23
